ncode,tdate,pdate,tenor,pmt
1184076,31/12/2023,30/11/2031,7.9178,2.8000
1184076,31/12/2023,30/11/2032,8.9205,2.8000
1184076,31/12/2023,30/11/2033,9.9205,2.8000
1184076,31/12/2023,30/11/2034,10.9205,2.8000
1184076,31/12/2023,30/11/2035,11.9205,2.8000
1184076,31/12/2023,30/11/2036,12.9233,2.8000
1184076,31/12/2023,30/11/2037,13.9233,2.8000
1184076,31/12/2023,30/11/2038,14.9233,2.8000
1184076,31/12/2023,30/11/2039,15.9233,2.8000
1184076,31/12/2023,30/11/2040,16.9260,2.8000
1184076,31/12/2023,29/11/2041,17.9233,2.8000
1184076,31/12/2023,30/11/2042,18.9260,2.8000
1184076,31/12/2023,30/11/2043,19.9260,2.8000
1184076,31/12/2023,30/11/2044,20.9288,2.8000
1184076,31/12/2023,30/11/2045,21.9288,2.8000
1184076,31/12/2023,30/11/2046,22.9288,2.8000
1184076,31/12/2023,29/11/2047,23.9260,2.8000
1184076,31/12/2023,30/11/2048,24.9315,2.8000
1184076,31/12/2023,30/11/2049,25.9315,2.8000
1184076,31/12/2023,30/11/2050,26.9315,2.8000
1184076,31/12/2023,30/11/2051,27.9315,2.8000
1184076,31/12/2023,29/11/2052,28.9315,102.8000
1194802,31/12/2023,29/02/2024,0.1616,3.2569
1194802,31/12/2023,28/02/2025,1.1616,3.7500
1194802,31/12/2023,27/02/2026,2.1589,3.7500
1194802,31/12/2023,28/02/2027,3.1616,3.7500
1194802,31/12/2023,29/02/2028,4.1644,3.7500
1194802,31/12/2023,28/02/2029,5.1644,103.7500
8240616,31/12/2023,05/06/2024,0.4274,100.0000
8240715,31/12/2023,03/07/2024,0.5041,100.0000
8240814,31/12/2023,07/08/2024,0.6000,100.0000
8240913,31/12/2023,04/09/2024,0.6767,100.0000
8241010,31/12/2023,02/10/2024,0.7534,100.0000
8241119,31/12/2023,06/11/2024,0.8493,100.0000
8241218,31/12/2023,04/12/2024,0.9260,100.0000
